date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:41:47	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2019:41:48%20GMT	https://seucreditohoje.site/direto/2/baseUrl,%20window.location.href	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/2/baseUrl,%20window.location.href	(from https://seucreditohoje.site/direto/2/)
16:41:48	22723/22723	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/3/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/3/index-2.html	(from https://seucreditohoje.site/direto/2/)
16:41:48	14719/14719	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/2/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/2/index-2.html	(from https://seucreditohoje.site/direto/3/)
16:41:48	14825/14825	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/4/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/4/index-2.html	(from https://seucreditohoje.site/direto/3/)
16:41:48	198119/198119	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/assets/images/logo.png	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/logo.png	(from https://seucreditohoje.site/direto/2/)
16:41:49	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20May%202025%2019:41:49%20GMT	https://seucreditohoje.site/direto/4/baseUrl,%20window.location.href	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/4/baseUrl,%20window.location.href	(from https://seucreditohoje.site/direto/4/)
16:41:49	9489/9489	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/5/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/5/index-2.html	(from https://seucreditohoje.site/direto/4/)
16:41:49	9987/9987	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/6/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/6/index-2.html	(from https://seucreditohoje.site/direto/5/)
16:41:50	7077/7077	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/7/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/7/index-2.html	(from https://seucreditohoje.site/direto/6/)
16:41:50	8819/8819	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:41%20GMT	https://seucreditohoje.site/direto/app/index.html	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/app/index-2.html	(from https://seucreditohoje.site/direto/7/)
16:41:50	98255/98255	---M-Z	200	added ('OK')	text/css	etag:W/%2217fcf-mLlAafcysxqu0GOyH4yN8n/u/RI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.0/font/bootstrap-icons.css	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.0/font/bootstrap-icons.css	(from https://seucreditohoje.site/direto/app/)
16:41:51	20006/20006	---MCZ	200	added ('OK')	text/css	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/app/css/styles.css	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/app/css/styles.css	(from https://seucreditohoje.site/direto/app/)
16:41:52	41948/41948	---M--	200	added ('OK')	image/webp	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/app/img/home/home-slider-1.webp	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/app/img/home/home-slider-1.webp	(from https://seucreditohoje.site/direto/app/)
16:41:53	120599/120599	---M--	200	added ('OK')	image/png	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/app/img/logo.png	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/app/img/logo.png	(from https://seucreditohoje.site/direto/app/)
16:41:53	62432/62432	---M--	200	added ('OK')	image/webp	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/app/img/home/home-slider-2.webp	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/app/img/home/home-slider-2.webp	(from https://seucreditohoje.site/direto/app/)
16:41:53	28494/28494	---M--	200	added ('OK')	image/webp	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/app/img/home/home-slider-3.webp	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/app/img/home/home-slider-3.webp	(from https://seucreditohoje.site/direto/app/)
16:41:54	4630/4630	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2008%20May%202025%2020:04:51%20GMT	https://seucreditohoje.site/direto/app/js/app.js	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/app/js/app.js	(from https://seucreditohoje.site/direto/app/)
16:41:55	2227/2227	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2008%20May%202025%2020:04:13%20GMT	https://seucreditohoje.site/direto/assets/js/script.js	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/script.js	(from https://seucreditohoje.site/direto/site/)
16:42:04	1141/1141	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:41:54%20GMT	https://seucreditohoje.site/direto/assets/?C=N;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/indexc052.html	(from https://seucreditohoje.site/direto/assets/)
16:42:36	1141/1141	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:41:55%20GMT	https://seucreditohoje.site/direto/assets/?C=M;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/indexf8a0.html	(from https://seucreditohoje.site/direto/assets/)
16:42:37	1141/1141	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:41:56%20GMT	https://seucreditohoje.site/direto/assets/?C=S;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/indexbfec.html	(from https://seucreditohoje.site/direto/assets/)
16:42:37	1141/1141	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:41:56%20GMT	https://seucreditohoje.site/direto/assets/?C=D;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/index30b5.html	(from https://seucreditohoje.site/direto/assets/)
16:42:46	815/815	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:42:05%20GMT	https://seucreditohoje.site/direto/assets/css/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/css/index.html	(from https://seucreditohoje.site/direto/assets/)
16:43:19	820/820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:42:38%20GMT	https://seucreditohoje.site/direto/assets/images/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/images/index.html	(from https://seucreditohoje.site/direto/assets/)
16:43:20	989/989	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:42:39%20GMT	https://seucreditohoje.site/direto/assets/js/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/js/index.html	(from https://seucreditohoje.site/direto/assets/)
16:43:21	3205/3205	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:42:39%20GMT	https://seucreditohoje.site/direto/ups/?C=N;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/indexc052.html	(from https://seucreditohoje.site/direto/ups/)
16:43:30	3205/3205	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:42:48%20GMT	https://seucreditohoje.site/direto/ups/?C=M;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/indexf8a0.html	(from https://seucreditohoje.site/direto/ups/)
16:44:03	3205/3205	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:43:22%20GMT	https://seucreditohoje.site/direto/ups/?C=S;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/indexbfec.html	(from https://seucreditohoje.site/direto/ups/)
16:44:04	3205/3205	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:43:22%20GMT	https://seucreditohoje.site/direto/ups/?C=D;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/index30b5.html	(from https://seucreditohoje.site/direto/ups/)
16:44:04	2245/2245	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:43:23%20GMT	https://seucreditohoje.site/direto/ups/assets/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/assets/index.html	(from https://seucreditohoje.site/direto/ups/)
16:44:16	6054/6054	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/back/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/back/index.html	(from https://seucreditohoje.site/direto/ups/)
16:44:49	22168/22168	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up1/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up1/index.html	(from https://seucreditohoje.site/direto/ups/)
16:44:51	5283/5283	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up2/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up2/index.html	(from https://seucreditohoje.site/direto/ups/)
16:44:51	22142/22142	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up3/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up3/index.html	(from https://seucreditohoje.site/direto/ups/)
16:45:02	21248/21248	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/up4/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up4/index.html	(from https://seucreditohoje.site/direto/ups/)
16:45:35	6139/6139	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/up5/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up5/index.html	(from https://seucreditohoje.site/direto/ups/)
16:45:37	4109/4109	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/up6/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up6/index.html	(from https://seucreditohoje.site/direto/ups/)
16:45:37	4949/4949	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up7/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up7/index.html	(from https://seucreditohoje.site/direto/ups/)
16:45:49	3878/3878	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up8/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up8/index.html	(from https://seucreditohoje.site/direto/ups/)
16:46:21	2794/2794	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up9/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up9/index.html	(from https://seucreditohoje.site/direto/ups/)
16:46:23	4304/4304	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/up10/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up10/index.html	(from https://seucreditohoje.site/direto/ups/)
16:46:23	4576/4576	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up11/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up11/index.html	(from https://seucreditohoje.site/direto/ups/)
16:46:23	4161/4161	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:12%20GMT	https://seucreditohoje.site/direto/ups/up12/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/up12/index.html	(from https://seucreditohoje.site/direto/ups/)
16:46:24	130764/130764	---M--	200	added ('OK')	font/woff2	etag:W/%221fecc-HlGYItXzp59pI9R3vqrGpk+pHcw%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.0/font/fonts/bootstrap-icons.woff2?1bb88866b4085542c8ed5fb61b9393dd	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.0/font/fonts/bootstrap-icons2607.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.0/font/bootstrap-icons.css)
16:46:26	176196/176196	---M--	200	added ('OK')	font/woff	etag:W/%222b044-FJHEMys6cyWHZUBXw6WhoyV5jCE%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.0/font/fonts/bootstrap-icons.woff?1bb88866b4085542c8ed5fb61b9393dd	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.0/font/fonts/bootstrap-icons2607.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.0/font/bootstrap-icons.css)
16:46:41	2002/2002	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20May%202025%2020:04:11%20GMT	https://seucreditohoje.site/direto/ups/vega/	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/ups/vega/index.html	(from https://seucreditohoje.site/direto/ups/)
16:47:07	1141/1141	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:46:26%20GMT	https://seucreditohoje.site/direto/assets/?C=N;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/indexb70a.html	(from https://seucreditohoje.site/direto/assets/?C=N;O=D)
16:47:07	1141/1141	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:46:26%20GMT	https://seucreditohoje.site/direto/assets/?C=M;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/index72c9.html	(from https://seucreditohoje.site/direto/assets/?C=M;O=A)
16:47:09	1141/1141	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:46:28%20GMT	https://seucreditohoje.site/direto/assets/?C=S;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/index5851.html	(from https://seucreditohoje.site/direto/assets/?C=S;O=A)
16:47:24	1141/1141	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:46:43%20GMT	https://seucreditohoje.site/direto/assets/?C=D;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/indexad3f.html	(from https://seucreditohoje.site/direto/assets/?C=D;O=A)
16:47:50	815/815	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:47:09%20GMT	https://seucreditohoje.site/direto/assets/css/?C=N;O=D	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/css/indexc052.html	(from https://seucreditohoje.site/direto/assets/css/)
16:47:50	815/815	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:47:09%20GMT	https://seucreditohoje.site/direto/assets/css/?C=M;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/css/indexf8a0.html	(from https://seucreditohoje.site/direto/assets/css/)
16:47:52	815/815	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2019:47:11%20GMT	https://seucreditohoje.site/direto/assets/css/?C=S;O=A	C:/Users/tinoweb/Documents/CLIENTES/MAIO_2025/creditoDIRETO/seucreditohoje.site/direto/assets/css/indexbfec.html	(from https://seucreditohoje.site/direto/assets/css/)
